AVERAGE_SPEED_DIFF,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,is_weekend,AVERAGE_TIME,AVERAGE_SPEED,AVERAGE_SPEED_DIFF_Num,weekday_sin,weekday_cos,hour_sin,hour_cos,month_sin,month_cos,year_sin,year_cos,day_sin,day_cos,NoData,céu limpo,céu pouco nublado,nublado,nuvens dispersas,DARK,LIGHT
None,0.0,86.8,9.0,1016.0,100.0,1.0,0,86.8,41.9,0.0,0.0,1.0,0.8878852184023752,0.4600650377311522,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-0.4853019625310808,-0.8743466161445822,1,0,0,0,0,1,0
Low,4.2,84.1,15.0,1017.0,93.0,2.0,0,88.3,38.19263873159683,1.9073612684031716,0.0,1.0,0.9422609221188205,-0.33487961217098616,-0.8660254037844384,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,0.48530196253108104,-0.8743466161445821,1,0,0,0,0,0,1
Medium,19.4,89.1,30.0,1016.0,58.0,2.0,0,108.5,34.73668202764976,7.563317972350234,-2.4492935982947064e-16,1.0,0.13616664909624665,-0.9906859460363308,-0.8660254037844384,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,0.8486442574947509,0.5289640103269624,0,1,0,0,0,0,1
Low,8.5,94.7,12.0,1029.0,100.0,1.0,0,103.2,34.13604651162791,3.0639534883720927,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,0.20129852008866006,0.9795299412524945,0,0,0,0,1,1,0
Very_High,99.2,75.5,12.0,1007.0,87.0,5.0,0,174.7,19.663709215798512,25.836290784201488,0.8660254037844387,-0.4999999999999998,0.631087944326053,-0.7757112907044197,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,-0.8978045395707417,-0.44039415155763423,0,0,0,0,1,0,1
None,0.0,87.0,16.0,1021.0,100.0,2.0,0,87.0,40.9,0.0,1.2246467991473532e-16,-1.0,0.5195839500354336,0.8544194045464886,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,-0.7907757369376986,-0.6121059825476627,1,0,0,0,0,1,0
High,46.0,82.2,32.0,1016.0,48.0,3.0,0,128.2,26.160374414976598,14.6396255850234,1.2246467991473532e-16,-1.0,-0.816969893010442,-0.5766803221148672,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.9680771188662043,-0.2506525322587205,0,0,1,0,0,0,1
Low,15.3,83.1,16.0,1018.0,100.0,2.0,0,98.39999999999999,37.74969512195123,6.950304878048776,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.4853019625310808,-0.8743466161445822,1,0,0,0,0,1,0
Medium,24.5,81.8,22.0,1018.0,82.0,4.0,0,106.3,33.01241768579492,9.887582314205076,-2.4492935982947064e-16,1.0,-0.979084087682323,0.2034560130526333,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,0.39435585511331855,0.9189578116202306,1,0,0,0,0,0,1
None,5.0,86.4,18.0,1017.0,88.0,3.0,0,91.4,33.27439824945296,1.9256017505470453,-0.866025403784439,0.49999999999999933,0.8169698930104421,-0.5766803221148671,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,-0.7907757369376986,-0.6121059825476627,0,0,1,0,0,0,1
Very_High,97.5,77.6,8.0,1014.0,81.0,4.0,0,175.1,20.474700171330667,25.725299828669336,0.8660254037844387,-0.4999999999999998,0.8169698930104421,-0.5766803221148671,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,0,1,0,0,0,0,1
Low,13.7,76.8,21.0,1020.0,68.0,3.0,0,90.5,35.47226519337016,6.3277348066298345,-0.8660254037844384,-0.5000000000000004,-0.3984010898462412,-0.9172113015054532,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,-0.5712682150947924,0.8207634412072763,0,1,0,0,0,0,1
Medium,27.9,67.1,14.0,1002.0,82.0,3.0,0,95.0,32.63178947368421,13.568210526315795,0.8660254037844386,0.5000000000000001,-0.9422609221188204,-0.3348796121709864,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,-0.7907757369376986,-0.6121059825476627,0,0,0,0,1,0,1
None,0.0,84.6,17.0,1017.0,100.0,1.0,0,84.6,39.9,0.0,0.0,1.0,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,-0.9680771188662043,-0.2506525322587205,1,0,0,0,0,1,0
None,0.0,85.8,14.0,1016.0,93.0,0.0,0,85.8,44.4,0.0,-0.866025403784439,0.49999999999999933,0.730835964278124,0.6825531432186541,-0.4999999999999997,-0.8660254037844388,-0.003112023360757168,0.9999951576435768,-0.5712682150947924,0.8207634412072763,0,0,0,0,1,1,0
None,0.9,66.4,10.0,1001.0,71.0,4.0,0,67.30000000000001,36.307875185735504,0.4921248142644927,0.8660254037844386,0.5000000000000001,-0.5195839500354336,0.8544194045464886,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-0.9987165071710528,-0.05064916883871266,0,0,0,0,1,1,0
Medium,32.7,90.1,20.0,1016.0,82.0,3.0,0,122.8,27.220765472312703,9.879234527687299,0.0,1.0,-0.816969893010442,-0.5766803221148672,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,-0.29936312297335776,-0.9541392564000489,0,1,0,0,0,0,1
None,0.0,71.6,16.0,1014.0,88.0,3.0,0,71.6,43.0,0.0,0.8660254037844387,-0.4999999999999998,0.730835964278124,0.6825531432186541,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,-0.848644257494751,0.5289640103269624,0,0,1,0,0,1,0
None,0.0,89.5,9.0,1030.0,76.0,4.0,0,89.5,41.4,0.0,-0.866025403784439,0.49999999999999933,0.8169698930104421,-0.5766803221148671,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-0.9987165071710528,-0.05064916883871266,0,1,0,0,0,0,1
None,0.0,89.0,8.0,1028.0,58.0,5.0,0,89.0,41.4,0.0,0.0,1.0,0.9976687691905392,-0.06824241336467088,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-0.9377521321470804,0.3473052528448203,0,1,0,0,0,1,0
Medium,32.1,87.8,18.0,1013.0,93.0,2.0,0,119.9,25.043869891576314,9.156130108423689,0.8660254037844386,0.5000000000000001,0.3984010898462418,-0.9172113015054528,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,0.7247927872291199,0.6889669190756866,0,0,0,0,1,0,1
Low,12.5,94.4,16.0,1019.0,88.0,3.0,0,106.9,35.67595884003742,4.724041159962582,-0.866025403784439,0.49999999999999933,-2.4492935982947064e-16,1.0,-0.8660254037844384,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,0.7907757369376985,-0.6121059825476629,0,1,0,0,0,1,0
Medium,22.3,84.4,15.0,1017.0,93.0,2.0,0,106.7,33.0639175257732,8.736082474226798,0.0,1.0,0.8169698930104421,-0.5766803221148671,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.651372482722222,-0.7587581226927911,1,0,0,0,0,0,1
Very_High,96.2,73.1,17.0,1017.0,68.0,4.0,0,169.3,19.04140578854105,25.058594211458953,-0.8660254037844384,-0.5000000000000004,-0.979084087682323,0.2034560130526333,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,0.29936312297335804,-0.9541392564000488,0,0,1,0,0,0,1
None,2.6,78.8,18.0,1018.0,100.0,1.0,0,81.39999999999999,36.495823095823106,1.2041769041768973,-2.4492935982947064e-16,1.0,0.8169698930104421,-0.5766803221148671,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,0.39435585511331855,0.9189578116202306,1,0,0,0,0,0,1
Medium,41.2,79.1,26.0,1019.0,57.0,8.0,0,120.3,26.56392352452203,13.83607647547797,0.8660254037844387,-0.4999999999999998,0.13616664909624665,-0.9906859460363308,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0.7247927872291199,0.6889669190756866,1,0,0,0,0,0,1
Medium,28.5,82.8,22.0,1015.0,73.0,0.0,0,111.3,32.28679245283019,11.113207547169807,-2.4492935982947064e-16,1.0,-0.1361666490962464,-0.9906859460363308,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.9377521321470804,0.3473052528448203,0,0,1,0,0,0,1
None,0.0,86.6,4.0,1012.0,86.0,1.0,0,86.6,46.4,0.0,0.0,1.0,0.9976687691905392,-0.06824241336467088,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,-0.3943558551133187,0.9189578116202306,0,1,0,0,0,1,0
None,2.2,83.6,20.0,1020.0,60.0,2.0,0,85.8,44.138461538461534,1.1615384615384627,-0.866025403784439,0.49999999999999933,0.9976687691905392,-0.06824241336467088,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0.29936312297335804,-0.9541392564000488,1,0,0,0,0,1,0
Medium,40.4,84.3,21.0,1021.0,73.0,2.0,0,124.69999999999999,26.635284683239774,12.764715316760224,1.2246467991473532e-16,-1.0,-0.6310879443260528,-0.7757112907044198,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,-0.848644257494751,0.5289640103269624,0,0,1,0,0,0,1
None,0.0,71.6,14.0,1015.0,100.0,1.0,0,71.6,43.0,0.0,-0.866025403784439,0.49999999999999933,0.9422609221188205,-0.33487961217098616,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,-0.9680771188662043,-0.2506525322587205,1,0,0,0,0,0,1
None,1.3,83.4,9.0,1011.0,93.0,1.0,0,84.7,42.438488783943335,0.6615112160566667,0.8660254037844386,0.5000000000000001,0.2697967711570243,0.9629172873477992,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,0.9377521321470804,0.3473052528448203,0,0,0,0,1,1,0
None,0.0,68.1,14.0,1012.0,77.0,4.0,0,68.1,37.1,0.0,-0.866025403784439,0.49999999999999933,0.2697967711570243,0.9629172873477992,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,-0.29936312297335776,-0.9541392564000489,0,1,0,0,0,1,0
Low,13.0,87.9,17.0,1020.0,100.0,9.0,0,100.9,37.982556987115956,5.617443012884046,1.2246467991473532e-16,-1.0,0.5195839500354336,0.8544194045464886,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.10116832198743228,-0.9948693233918952,1,0,0,0,0,1,0
Medium,2.2,63.6,11.0,1014.0,82.0,2.0,0,65.8,47.07173252279636,1.628267477203643,-0.8660254037844384,-0.5000000000000004,0.730835964278124,0.6825531432186541,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,0.9884683243281114,0.1514277775045767,0,0,1,0,0,1,0
None,0.0,84.3,3.0,1026.0,100.0,0.0,0,84.3,39.3,0.0,-2.4492935982947064e-16,1.0,0.2697967711570243,0.9629172873477992,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,0,0,0,0,1,1,0
None,0.8,76.7,16.0,1012.0,100.0,4.0,0,77.5,39.488129032258065,0.4118709677419332,1.2246467991473532e-16,-1.0,0.9790840876823228,0.20345601305263397,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.7247927872291199,0.6889669190756866,1,0,0,0,0,1,0
Low,4.2,62.9,12.0,1024.0,81.0,2.0,0,67.1,33.93412816691505,2.265871833084951,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,0.9884683243281114,0.1514277775045767,1,0,0,0,0,1,0
Medium,43.5,82.9,18.0,1008.0,77.0,3.0,0,126.4,23.020490506329118,12.079509493670884,-2.4492935982947064e-16,1.0,-0.979084087682323,0.2034560130526333,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-0.8978045395707417,-0.44039415155763423,0,0,0,0,1,0,1
Medium,37.9,94.3,20.0,1023.0,73.0,4.0,0,132.2,25.03729198184569,10.06270801815431,-0.866025403784439,0.49999999999999933,-0.6310879443260528,-0.7757112907044198,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,-0.9680771188662043,-0.2506525322587205,0,1,0,0,0,0,1
Low,9.5,74.4,17.0,1013.0,93.0,1.0,0,83.9,42.47628128724672,5.423718712753278,0.0,1.0,0.9790840876823228,0.20345601305263397,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.848644257494751,0.5289640103269624,1,0,0,0,0,1,0
None,0.0,84.8,13.0,1006.0,100.0,4.0,0,84.8,41.6,0.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1,0,0,0,0,1,0
None,13.8,91.7,18.0,1015.0,100.0,1.0,0,105.5,32.247109004739336,4.852890995260665,-2.4492935982947064e-16,1.0,0.8878852184023752,0.4600650377311522,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.29936312297335804,-0.9541392564000488,0,0,0,0,1,1,0
None,1.2,66.9,12.0,1001.0,100.0,1.0,0,68.10000000000001,36.544493392070486,0.6555066079295173,0.8660254037844386,0.5000000000000001,0.8878852184023752,0.4600650377311522,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,-0.7907757369376986,-0.6121059825476627,0,0,0,0,1,1,0
Medium,8.7,87.8,16.0,1005.0,100.0,6.0,0,96.5,36.02984455958549,3.57015544041451,1.2246467991473532e-16,-1.0,0.9976687691905392,-0.06824241336467088,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,0.7907757369376985,-0.6121059825476629,1,0,0,0,0,1,0
None,3.1,70.0,11.0,1023.0,87.0,2.0,0,73.1,43.95348837209303,1.9465116279069719,0.0,1.0,-0.7308359642781246,0.6825531432186536,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,-0.5712682150947924,0.8207634412072763,0,0,0,0,1,1,0
None,0.0,71.1,10.0,1021.0,71.0,2.0,0,71.1,39.4,0.0,0.8660254037844386,0.5000000000000001,0.8878852184023752,0.4600650377311522,-2.4492935982947064e-16,1.0,-0.003112023360757168,0.9999951576435768,0.7907757369376985,-0.6121059825476629,0,1,0,0,0,1,0
Medium,5.0,66.5,10.0,1019.0,100.0,2.0,0,71.5,40.73706293706294,3.06293706293706,-0.866025403784439,0.49999999999999933,0.730835964278124,0.6825531432186541,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,0.48530196253108104,-0.8743466161445821,0,1,0,0,0,1,0
None,0.8,65.7,13.0,1016.0,77.0,4.0,0,66.5,38.82721804511278,0.47278195488721764,-0.8660254037844384,-0.5000000000000004,0.5195839500354336,0.8544194045464886,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,-0.10116832198743204,-0.9948693233918952,0,1,0,0,0,1,0
None,0.0,76.6,9.0,1023.0,81.0,3.0,0,76.6,44.7,0.0,-0.8660254037844384,-0.5000000000000004,0.9790840876823228,0.20345601305263397,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-0.848644257494751,0.5289640103269624,0,0,0,0,1,1,0
Medium,26.1,88.4,24.0,1017.0,78.0,2.0,0,114.5,33.661484716157204,9.938515283842797,0.8660254037844386,0.5000000000000001,-0.3984010898462412,-0.9172113015054532,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.72479278722912,0.6889669190756865,0,0,1,0,0,0,1
Medium,12.5,85.9,18.0,1016.0,88.0,1.0,0,98.4,31.601422764227646,4.598577235772357,-0.866025403784439,0.49999999999999933,-0.5195839500354336,0.8544194045464886,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.9377521321470804,0.3473052528448203,0,0,1,0,0,1,0
Very_High,127.8,73.0,18.0,1015.0,100.0,2.0,0,200.8,16.577689243027887,29.022310756972114,0.8660254037844387,-0.4999999999999998,0.631087944326053,-0.7757112907044197,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0,0.10116832198743228,-0.9948693233918952,1,0,0,0,0,0,1
None,0.0,84.8,11.0,1005.0,93.0,3.0,0,84.8,38.3,0.0,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,-0.20129852008866028,0.9795299412524945,1,0,0,0,0,1,0
None,2.5,68.5,12.0,1022.0,100.0,1.0,0,71.0,35.40774647887324,1.29225352112676,-0.866025403784439,0.49999999999999933,0.9976687691905392,-0.06824241336467088,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0,0.7907757369376985,-0.6121059825476629,0,0,1,0,0,1,0
None,3.3,75.2,17.0,1015.0,100.0,3.0,0,78.5,45.12,1.980000000000004,0.8660254037844386,0.5000000000000001,0.8878852184023752,0.4600650377311522,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.72479278722912,0.6889669190756865,0,0,0,1,0,1,0
Low,3.1,75.0,13.0,1030.0,93.0,1.0,0,78.1,40.04481434058899,1.6551856594110106,1.2246467991473532e-16,-1.0,-0.2697967711570244,0.9629172873477992,-2.4492935982947064e-16,1.0,-0.003112023360757168,0.9999951576435768,0.9377521321470804,0.3473052528448203,0,0,0,0,1,1,0
High,47.5,81.6,15.0,1018.0,100.0,3.0,0,129.1,23.57614252517428,13.723857474825717,0.0,1.0,0.631087944326053,-0.7757112907044197,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0.9680771188662043,-0.2506525322587204,1,0,0,0,0,0,1
None,4.5,94.4,13.0,1020.0,93.0,8.0,0,98.9,35.50738119312437,1.692618806875636,-2.4492935982947064e-16,1.0,0.5195839500354336,0.8544194045464886,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.8978045395707416,-0.4403941515576344,0,0,0,0,1,1,0
None,5.1,95.5,10.0,1021.0,93.0,1.0,0,100.6,38.067097415506964,2.032902584493037,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,0.8978045395707416,-0.4403941515576344,0,0,1,0,0,1,0
None,0.0,88.4,6.0,1009.0,81.0,4.0,0,88.4,47.4,0.0,-2.4492935982947064e-16,1.0,0.5195839500354336,0.8544194045464886,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,-0.5712682150947924,0.8207634412072763,0,1,0,0,0,1,0
None,0.0,73.6,10.0,1019.0,93.0,2.0,0,73.6,42.0,0.0,-0.866025403784439,0.49999999999999933,0.9790840876823228,0.20345601305263397,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,0.48530196253108104,-0.8743466161445821,0,1,0,0,0,1,0
Low,10.4,89.4,9.0,1026.0,100.0,1.0,0,99.80000000000001,29.381963927855704,3.418036072144293,0.8660254037844387,-0.4999999999999998,-0.7308359642781246,0.6825531432186536,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.9377521321470804,0.3473052528448203,1,0,0,0,0,1,0
Medium,21.1,100.1,22.0,1017.0,88.0,3.0,0,121.19999999999999,35.34884488448845,7.451155115511547,0.8660254037844386,0.5000000000000001,-0.8878852184023756,0.4600650377311516,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,-0.9987165071710528,-0.05064916883871266,0,0,0,0,1,0,1
None,1.2,78.3,18.0,1014.0,100.0,1.0,0,79.5,38.805283018867925,0.5947169811320734,0.8660254037844387,-0.4999999999999998,0.5195839500354336,0.8544194045464886,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,-0.29936312297335776,-0.9541392564000489,1,0,0,0,0,1,0
Low,9.3,77.3,19.0,1019.0,93.0,1.0,0,86.6,37.93591224018476,4.564087759815237,-0.866025403784439,0.49999999999999933,-0.1361666490962464,-0.9906859460363308,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0,0,0,1,0,0,1
None,0.7,76.7,14.0,1021.0,100.0,1.0,0,77.4,43.800258397932815,0.3997416020671878,0.8660254037844387,-0.4999999999999998,0.5195839500354336,0.8544194045464886,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,-0.9377521321470804,0.3473052528448203,1,0,0,0,0,1,0
High,52.2,87.9,17.0,1016.0,93.0,3.0,0,140.10000000000002,25.096359743040683,14.903640256959317,0.0,1.0,-0.9976687691905392,-0.06824241336467135,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,-0.29936312297335776,-0.9541392564000489,0,0,0,0,1,0,1
None,0.0,71.9,5.0,1023.0,93.0,0.0,0,71.9,47.9,0.0,0.8660254037844386,0.5000000000000001,0.9976687691905392,-0.06824241336467088,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,-0.9680771188662043,-0.2506525322587205,0,0,0,0,1,1,0
None,3.7,83.1,18.0,1013.0,100.0,3.0,0,86.8,38.10345622119815,1.6965437788018463,1.2246467991473532e-16,-1.0,0.8878852184023752,0.4600650377311522,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,-0.9377521321470804,0.3473052528448203,1,0,0,0,0,1,0
Medium,2.2,83.8,11.0,1024.0,93.0,3.0,0,86.0,47.259302325581395,1.2406976744186053,-2.4492935982947064e-16,1.0,0.730835964278124,0.6825531432186541,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,0,0,0,0,1,1,0
None,3.4,78.8,7.0,1028.0,93.0,0.0,0,82.2,38.53722627737226,1.6627737226277404,0.8660254037844386,0.5000000000000001,-0.2697967711570244,0.9629172873477992,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.8486442574947509,0.5289640103269624,0,1,0,0,0,1,0
None,3.6,86.2,13.0,1025.0,52.0,4.0,0,89.8,43.77193763919822,1.8280623608017805,0.8660254037844387,-0.4999999999999998,0.9790840876823228,0.20345601305263397,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,-0.9884683243281114,0.15142777750457667,0,1,0,0,0,1,0
High,95.0,77.6,29.0,1017.0,83.0,2.0,0,172.6,18.9279258400927,23.1720741599073,-0.8660254037844384,-0.5000000000000004,-0.9422609221188204,-0.3348796121709864,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.9987165071710528,-0.05064916883871266,0,0,1,0,0,0,1
Low,10.2,63.6,15.0,1011.0,100.0,2.0,0,73.8,36.79837398373984,5.90162601626016,-2.4492935982947064e-16,1.0,0.9790840876823228,0.20345601305263397,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,-0.9987165071710528,-0.05064916883871266,1,0,0,0,0,1,0
Medium,19.7,83.3,16.0,1018.0,77.0,2.0,0,103.0,27.577961165048546,6.522038834951456,0.8660254037844386,0.5000000000000001,-0.1361666490962464,-0.9906859460363308,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,0.39435585511331855,0.9189578116202306,0,0,1,0,0,0,1
Low,5.1,77.6,22.0,1021.0,64.0,2.0,0,82.69999999999999,35.28125755743652,2.318742442563483,-2.4492935982947064e-16,1.0,-0.3984010898462412,-0.9172113015054532,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-0.5712682150947924,0.8207634412072763,1,0,0,0,0,0,1
Very_High,77.7,81.1,15.0,1021.0,100.0,1.0,0,158.8,23.901007556675058,22.89899244332494,-0.8660254037844384,-0.5000000000000004,0.9422609221188205,-0.33487961217098616,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,-0.5712682150947924,0.8207634412072763,1,0,0,0,0,0,1
Medium,27.6,78.0,22.0,1023.0,43.0,4.0,0,105.6,31.613636363636363,11.186363636363634,0.8660254037844387,-0.4999999999999998,-0.9422609221188204,-0.3348796121709864,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,-0.9884683243281114,0.15142777750457667,0,1,0,0,0,0,1
None,0.0,76.1,14.0,1019.0,82.0,2.0,0,76.1,41.6,0.0,0.0,1.0,0.2697967711570243,0.9629172873477992,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0,0.9377521321470804,0.3473052528448203,0,0,0,1,0,1,0
None,3.3,71.3,13.0,1031.0,87.0,1.0,0,74.6,32.01809651474531,1.4819034852546906,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-2.4492935982947064e-16,1.0,-0.003112023360757168,0.9999951576435768,0.9884683243281114,0.1514277775045767,0,0,0,0,1,1,0
Low,10.7,78.6,17.0,1014.0,100.0,2.0,0,89.3,28.42978723404255,3.8702127659574472,-2.4492935982947064e-16,1.0,-0.8878852184023756,0.4600650377311516,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,0.29936312297335804,-0.9541392564000488,0,0,0,0,1,1,0
None,0.0,67.3,18.0,1014.0,68.0,2.0,0,67.3,40.3,0.0,0.8660254037844386,0.5000000000000001,0.5195839500354336,0.8544194045464886,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0,0.29936312297335804,-0.9541392564000488,1,0,0,0,0,1,0
None,0.0,88.9,14.0,1017.0,100.0,1.0,0,88.9,46.099999999999994,7.105427357601002e-15,-0.866025403784439,0.49999999999999933,0.9422609221188205,-0.33487961217098616,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,-0.3943558551133187,0.9189578116202306,1,0,0,0,0,0,1
Low,3.3,69.3,12.0,1014.0,100.0,9.0,0,72.6,37.32272727272728,1.7772727272727238,0.8660254037844387,-0.4999999999999998,0.5195839500354336,0.8544194045464886,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0,0.20129852008866006,0.9795299412524945,1,0,0,0,0,1,0
None,2.1,85.1,17.0,1016.0,88.0,3.0,0,87.19999999999999,41.28130733944954,1.0186926605504567,0.8660254037844387,-0.4999999999999998,0.0,1.0,-0.8660254037844384,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,0.10116832198743228,-0.9948693233918952,0,1,0,0,0,1,0
Medium,44.6,91.9,14.0,1022.0,71.0,6.0,0,136.5,22.756190476190476,11.043809523809522,0.8660254037844387,-0.4999999999999998,-0.1361666490962464,-0.9906859460363308,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,-0.5712682150947924,0.8207634412072763,0,0,0,0,1,0,1
Very_High,61.8,77.8,13.0,1020.0,87.0,5.0,0,139.6,26.026217765042983,20.67378223495702,0.8660254037844387,-0.4999999999999998,-0.8878852184023756,0.4600650377311516,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,-0.5712682150947924,0.8207634412072763,0,0,0,0,1,1,0
Low,11.1,89.0,14.0,1002.0,93.0,5.0,0,100.1,28.80719280719281,3.5928071928071894,1.2246467991473532e-16,-1.0,-0.3984010898462412,-0.9172113015054532,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1,0,0,0,0,0,1
